source_label,source_name,type,target_label,target_name
Concept,vector similarity score,RELATED_TO,Technology,vector search
Example,Aliens,USED_IN,Technology,vector search
Process,finding similar nodes with vector search,PART_OF,Technology,vector search
Process,run the retrieval query,PART_OF,Technology,vector search
Technology,embeddings,LEADS_TO,Benefit,retrieve relevant information
Technology,vector search,LEADS_TO,Benefit,retrieve relevant information
Technology,Retrieval Augmented Generation (RAG),HAS_CHALLENGE,Challenge,finding the correct information to pass to the LLM
Technology,semantic search,LEADS_TO,Benefit,finding relevant information from a user's question
Technology,vector indexes,LEADS_TO,Benefit,finding relevant information from a user's question
Concept,intent,RELATED_TO,Technology,Semantic search
Concept,contextual meaning,RELATED_TO,Technology,Semantic search
Concept,Context,RELATED_TO,Technology,Semantic search
Concept,Perceived intent,RELATED_TO,Technology,Semantic search
Technology,Vectors,RELATED_TO,Technology,Semantic search
Concept,User intent,RELATED_TO,Technology,Semantic search
Concept,Semantic similarity,RELATED_TO,Technology,Semantic search
Technology,Semantic search,RELATED_TO,Technology,Traditional keyword search
Concept,individual keywords,RELATED_TO,Technology,Traditional keyword search
Concept,exact-match keywords,RELATED_TO,Technology,Traditional keyword search
Concept,proximity-based algorithms,RELATED_TO,Technology,Traditional keyword search
Example,apple,USED_IN,Technology,Traditional keyword search
Technology,Embeddings,RELATED_TO,Technology,Vectors
Concept,Data,RELATED_TO,Technology,Vectors
Concept,Distance,RELATED_TO,Technology,Vectors
Concept,Angle,RELATED_TO,Technology,Vectors
Technology,Embedding and vector approach,RELATED_TO,Technology,Vectors
Concept,Contextual or meaning-based questions,RELATED_TO,Technology,Vectors
Concept,Fuzzy or vague queries,RELATED_TO,Technology,Vectors
Concept,Broad or open-ended questions,RELATED_TO,Technology,Vectors
Concept,Complex queries with multiple concepts,RELATED_TO,Technology,Vectors
Concept,Highly specific or fact-based questions,RELATED_TO,Technology,Vectors
Concept,Numerical or exact-match queries,RELATED_TO,Technology,Vectors
Concept,Boolean or logical queries,RELATED_TO,Technology,Vectors
Concept,Ambiguous or unclear queries,RELATED_TO,Technology,Vectors
Example,"Vector [1, 2, 3]",USED_IN,Technology,Vectors
Technology,Semantic search,LEADS_TO,Benefit,Tailored results
Concept,Dimensionality,RELATED_TO,Technology,Vector
Example,"[1, 2, 3]",USED_IN,Technology,Vector
Technology,Vector,LEADS_TO,Benefit,"Can represent many different types of data, including text, images, and audio"
Technology,Vector,HAS_CHALLENGE,Challenge,Higher dimensionality is more computationally expensive
Technology,Embeddings,RELATED_TO,Technology,machine learning
Technology,Embeddings,RELATED_TO,Technology,NLP
Process,using lower dimensionality,LEADS_TO,Benefit,faster computation
Process,using lower dimensionality,LEADS_TO,Benefit,cheaper computation
Concept,lower dimensionality,HAS_CHALLENGE,Challenge,less nuance
Concept,higher dimensionality,HAS_CHALLENGE,Challenge,computational expense
Technology,Embeddings,RELATED_TO,Technology,LLM algorithms
Concept,vector,RELATED_TO,Technology,search context
Technology,embeddings,LEADS_TO,Benefit,conveying overall meaning
Technology,search context,LEADS_TO,Benefit,most relevant results
Technology,RAG,RELATED_TO,Technology,embedding model
Concept,embedding,RELATED_TO,Technology,embedding model
Concept,vector representation,RELATED_TO,Technology,embedding model
Concept,question vector,RELATED_TO,Technology,embedding model
Concept,similarity,RELATED_TO,Technology,embedding model
Concept,indexed data,RELATED_TO,Technology,embedding model
Technology,Embedder,RELATED_TO,Technology,embedding model
Example,apple,USED_IN,Technology,embedding model
Example,movie plots,USED_IN,Technology,embedding model
Process,creating a vector representation of the question,PART_OF,Technology,embedding model
Process,comparing the question vector to the vectors of the indexed data,PART_OF,Technology,embedding model
Process,scoring results based on similarity,PART_OF,Technology,embedding model
Technology,moviePlots vector index,RELATED_TO,Technology,text-embedding-ada-002
Concept,embedding model,RELATED_TO,Technology,text-embedding-ada-002
Technology,Semantic search systems,LEADS_TO,Benefit,Understanding user intent
Concept,Semantic search,RELATED_TO,Technology,Vector-based RAG
Technology,Embedding model,RELATED_TO,Technology,Vector-based RAG
Concept,Vector representation,RELATED_TO,Technology,Embedding model
Concept,Source data,RELATED_TO,Technology,Embedding model
Technology,Vector-based RAG,LEADS_TO,Benefit,Contextually relevant results
Technology,Embeddings,RELATED_TO,Technology,Vector Indexes
Concept,vectors,RELATED_TO,Technology,Vector Indexes
Concept,embeddings,RELATED_TO,Technology,Vector Indexes
Technology,Cypher,RELATED_TO,Technology,Vector Indexes
Technology,db.index.vector.queryNodes(),RELATED_TO,Technology,Vector Indexes
Technology,moviePlots index,RELATED_TO,Technology,Vector Indexes
Example,moviePlots vector index,USED_IN,Technology,Vector Indexes
Process,compare embeddings,PART_OF,Technology,Vector Indexes
Process,Querying Vector Indexes,PART_OF,Technology,Vector Indexes
Resource,Introduction to Vector Indexes and Unstructured Data,CITES,Technology,Vector Indexes
Resource,Graph Academy Introduction to Vector Indexes and Unstructured Data course,CITES,Technology,Vector Indexes
Resource,Neo4j Cypher Manual - Vector Indexes,CITES,Technology,Vector Indexes
Technology,RAG,RELATED_TO,Technology,vector index
Technology,embedding model,RELATED_TO,Technology,vector index
Concept,vector,RELATED_TO,Technology,vector index
Concept,embedding,RELATED_TO,Technology,vector index
Concept,vector representation,RELATED_TO,Technology,vector index
Technology,moviePlots,RELATED_TO,Technology,vector index
Technology,plotEmbedding property,RELATED_TO,Technology,vector index
Concept,similarity score,RELATED_TO,Technology,vector index
Concept,query,RELATED_TO,Technology,vector index
Technology,moviePlots vector index,RELATED_TO,Technology,vector index
Technology,retriever,RELATED_TO,Technology,vector index
Process,finding the closest embedding value,PART_OF,Technology,vector index
Technology,Vector Indexes,LEADS_TO,Benefit,find similar data
Process,compare embeddings,LEADS_TO,Benefit,find similar data
Process,comparing the question vector to the vectors of the indexed data,LEADS_TO,Benefit,most relevant results used as context for the LLM
Process,scoring results based on similarity,LEADS_TO,Benefit,most relevant results used as context for the LLM
Concept,movies,RELATED_TO,Technology,recommendations database
Concept,actors,RELATED_TO,Technology,recommendations database
Concept,user ratings,RELATED_TO,Technology,recommendations database
Concept,movie plot,RELATED_TO,Technology,recommendations database
Technology,Plot Embeddings,RELATED_TO,Technology,recommendations database
Example,Movie Plot Example,USED_IN,Technology,recommendations database
Concept,context,RELATED_TO,Technology,GraphRAG
Technology,Text to Cypher,RELATED_TO,Technology,GraphRAG
Concept,relevant and useful context,RELATED_TO,Technology,GraphRAG
Concept,relationships and structure within a graph,RELATED_TO,Technology,GraphRAG
Concept,Graphs,RELATED_TO,Technology,GraphRAG
Concept,Vector Similarity,RELATED_TO,Technology,GraphRAG
Concept,Graph Traversal,RELATED_TO,Technology,GraphRAG
Concept,Retrieval,RELATED_TO,Technology,GraphRAG
Technology,graphs,RELATED_TO,Technology,GraphRAG
Technology,neo4j-graphrag,RELATED_TO,Technology,GraphRAG
Concept,characters,RELATED_TO,Technology,GraphRAG
Concept,places,RELATED_TO,Technology,GraphRAG
Concept,ReasoningTrace,RELATED_TO,Technology,GraphRAG
Concept,similar past traces,RELATED_TO,Technology,GraphRAG
Process,"combining full-text, vector, and text-to-cypher searches",PART_OF,Technology,GraphRAG
Process,query submission,PART_OF,Technology,GraphRAG
Process,implement simple applications,PART_OF,Technology,GraphRAG
Process,Create the VectorCypherRetriever retriever,PART_OF,Technology,GraphRAG
Process,find relevant context based on the user's query,PART_OF,Technology,GraphRAG
Process,pass the user's query and retrieved context to the LLM,PART_OF,Technology,GraphRAG
Process,search_facts,PART_OF,Technology,GraphRAG
Resource,vector_cypher_rag.py,CITES,Technology,GraphRAG
Resource,text2cypher_rag.py,CITES,Technology,GraphRAG
Resource,GraphRAG documentation,CITES,Technology,GraphRAG
Resource,EntityRef,CITES,Technology,GraphRAG
Resource,GraphRAG lesson,CITES,Technology,GraphRAG
Concept,movie plot,RELATED_TO,Technology,Plot Embeddings
Technology,RAG,LEADS_TO,Benefit,find relevant information
Technology,vector index,LEADS_TO,Benefit,find relevant data
Process,View the plot embedding,LEADS_TO,Benefit,Return titles and plots for movies that have embeddings
Process,Query movies where plotEmbedding is not null,LEADS_TO,Benefit,Return titles and plots for movies that have embeddings
Concept,temperature,RELATED_TO,Technology,Cypher
Technology,Text to Cypher,RELATED_TO,Technology,Cypher
Concept,query,RELATED_TO,Technology,Cypher
Technology,moviePlots vector index,RELATED_TO,Technology,Cypher
Technology,genai.vector.encode,RELATED_TO,Technology,Cypher
Technology,VectorCypherRetriever,RELATED_TO,Technology,Cypher
Concept,retrieval query,RELATED_TO,Technology,Cypher
Technology,TextToCypherRetriever,RELATED_TO,Technology,Cypher
Technology,Generated Cypher query,RELATED_TO,Technology,Cypher
Example,Similar Plots,USED_IN,Technology,Cypher
Example,Who directed the movie Superman?,USED_IN,Technology,Cypher
Example,How many movies are in the Sci-Fi genre?,USED_IN,Technology,Cypher
Example,What are examples of Action movies?,USED_IN,Technology,Cypher
Process,Generate Embeddings,PART_OF,Technology,Cypher
Resource,Cypher script,CITES,Technology,Cypher
Resource,vector_cypher_rag.py,CITES,Technology,Cypher
Resource,Cypher query language documentation,CITES,Technology,Cypher
Technology,GraphRAG,RELATED_TO,Technology,graph databases
Concept,knowledge graph,RELATED_TO,Technology,graph databases
Process,data modeling,PART_OF,Technology,graph databases
Resource,Neo4j Documentation,CITES,Technology,graph databases
Resource,Neo4j,CITES,Technology,graph databases
Concept,movie plot embeddings,RELATED_TO,Technology,moviePlots
Process,comparing movie plot embeddings,PART_OF,Technology,moviePlots
Process,loading Movie plot embeddings from an external file,PART_OF,Technology,moviePlots
Resource,Cypher script,CITES,Technology,moviePlots
Concept,Movie nodes,RELATED_TO,Technology,plotEmbedding property
Process,comparing movie plot embeddings,LEADS_TO,Benefit,finding the most similar movies
Process,Integration from Diverse Sources,LEADS_TO,Benefit,Holistic View
Technology,GraphRAG,RELATED_TO,Technology,vector RAG
Process,Integration from Diverse Sources,LEADS_TO,Benefit,Complex Queries
Process,Integration from Diverse Sources,LEADS_TO,Benefit,Analytics
Technology,Cypher,RELATED_TO,Technology,db.index.vector.queryNodes()
Concept,approximate nearest neighbor nodes,RELATED_TO,Technology,db.index.vector.queryNodes()
Concept,similarity score,RELATED_TO,Technology,db.index.vector.queryNodes()
Technology,moviePlots vector index,RELATED_TO,Technology,db.index.vector.queryNodes()
Concept,plotEmbedding,RELATED_TO,Technology,db.index.vector.queryNodes()
Concept,similar embeddings,RELATED_TO,Technology,db.index.vector.queryNodes()
Example,Toy Story,USED_IN,Technology,db.index.vector.queryNodes()
Resource,Neo4j Cypher Manual - Vector Indexes,CITES,Technology,db.index.vector.queryNodes()
Technology,db.index.vector.queryNodes(),LEADS_TO,Benefit,Ordered similarity-based retrieval of nearest neighbor nodes
Concept,embedding,RELATED_TO,Technology,db.index.vector.queryNodes
Concept,vector index,RELATED_TO,Technology,db.index.vector.queryNodes
Concept,numberOfNearestNeighbours,RELATED_TO,Technology,db.index.vector.queryNodes
Concept,query,RELATED_TO,Technology,db.index.vector.queryNodes
Concept,score,RELATED_TO,Technology,db.index.vector.queryNodes
Concept,indexName,RELATED_TO,Technology,db.index.vector.queryNodes
Concept,node,RELATED_TO,Technology,db.index.vector.queryNodes
Technology,GraphRAG,LEADS_TO,Benefit,Richer Context
Technology,Retriever,RELATED_TO,Technology,moviePlots vector index
Technology,db.index.vector.queryNodes(),RELATED_TO,Technology,moviePlots vector index
Example,Similar Plots,USED_IN,Technology,moviePlots vector index
Process,Querying Similar Movie Plots,PART_OF,Technology,moviePlots vector index
Technology,GraphRAG,LEADS_TO,Benefit,Improved Accuracy
Technology,GraphRAG,LEADS_TO,Benefit,Explainability
Technology,moviePlots vector index,LEADS_TO,Benefit,find movies with similar plots
Process,finding the closest embedding value,LEADS_TO,Benefit,find the closest embedding match
Process,Integration from Diverse Sources,LEADS_TO,Benefit,Insights
Technology,GraphRAG,RELATED_TO,Technology,full-text search
Technology,db.index.vector.queryNodes(),LEADS_TO,Benefit,finding similar plots
Technology,GraphRAG,RELATED_TO,Technology,text-to-cypher search
Technology,GraphRAG,RELATED_TO,Technology,graph traversal
Technology,Cypher query,RELATED_TO,Technology,graph traversal
Technology,advanced retriever,RELATED_TO,Technology,graph traversal
Process,traversing the graph to find related nodes or entities,PART_OF,Technology,graph traversal
Concept,relationship,HAS_CHALLENGE,Challenge,sabotage by friends
Concept,portal between Earth and the imaginary world of Fantasia,RELATED_TO,Technology,magical book
Example,"NeverEnding Story III, The",USED_IN,Technology,magical book
Technology,magical book,HAS_CHALLENGE,Challenge,theft by bullies
Technology,GraphRAG,RELATED_TO,Technology,Graph-Enhanced Vector Search
Process,combining vector search and graph traversal,PART_OF,Technology,Graph-Enhanced Vector Search
Example,Drop Dead Fred,USED_IN,Technology,Imaginary friend
Example,E.T. the Extra-Terrestrial,USED_IN,Technology,Friendly alien
Example,Gumby: The Movie,USED_IN,Technology,Claymation cartoon series
Concept,Fantasia,RELATED_TO,Technology,Imaginary world
Technology,GraphRAG,LEADS_TO,Benefit,flexible queries
Technology,Embeddings,LEADS_TO,Benefit,Identifying the most similar plot
Technology,graphs,LEADS_TO,Benefit,enhanced reasoning
Technology,OpenAI,RELATED_TO,Technology,genai.vector.encode
Concept,Embedding,RELATED_TO,Technology,genai.vector.encode
Example,A mysterious spaceship lands Earth,USED_IN,Technology,genai.vector.encode
Resource,Neo4j Cypher Manual - genai.vector.encode documentation,CITES,Technology,genai.vector.encode
Technology,OpenAI API key,RELATED_TO,Technology,Embedding
Example,A mysterious spaceship lands Earth,USED_IN,Technology,Embedding
Process,Generate a Plot Embedding,PART_OF,Technology,Embedding
Technology,db.index.vector.queryNodes,RELATED_TO,Technology,Vector index
Technology,moviePlots vector index,RELATED_TO,Technology,Vector index
Technology,Embedding,RELATED_TO,Technology,Vector index
Concept,Similar movie plots,RELATED_TO,Technology,Vector index
Process,Querying a vector index for similar movie plots,PART_OF,Technology,Vector index
Technology,GraphRAG,LEADS_TO,Benefit,easier understanding of why certain results were retrieved
Technology,Embedding,LEADS_TO,Benefit,Find similar movies
Technology,Vector index,LEADS_TO,Benefit,Find similar movies
Technology,Vector Retriever,LEADS_TO,Benefit,Find similar movies
Process,Search for similar movies using Cypher,LEADS_TO,Benefit,Find similar movies
Resource,platform.openai.com,CITES,Technology,OpenAI API key
Technology,graphs,LEADS_TO,Benefit,recommendations
Technology,graphs,LEADS_TO,Benefit,knowledge discovery
Technology,Embeddings,LEADS_TO,Benefit,Relatively straightforward
Technology,Vectors,LEADS_TO,Benefit,Quickly yield results
Example,Movies returned,USED_IN,Technology,Embedding and vector approach
Process,Using embeddings and vectors,PART_OF,Technology,Embedding and vector approach
Technology,Embedding and vector approach,RELATED_TO,Technology,Similarity function
Process,Using embeddings and vectors,LEADS_TO,Benefit,Quick results
Technology,Embedding and vector approach,HAS_CHALLENGE,Challenge,Heavy reliance on embeddings and similarity function
Technology,Embedding and vector approach,HAS_CHALLENGE,Challenge,Black box nature
Technology,Embedding and vector approach,HAS_CHALLENGE,Challenge,Difficult to determine vector structure and influence on similarity score
Technology,Embedding and vector approach,HAS_CHALLENGE,Challenge,Difficult to verify returned results
Technology,Vectors,HAS_CHALLENGE,Challenge,Difficulty verifying that the results are correct
Technology,Vectors,HAS_CHALLENGE,Challenge,"Ineffectiveness for highly specific, numerical, boolean, and ambiguous queries"
Technology,vector index,RELATED_TO,Technology,graph queries
Process,using a combination of vector and graph queries,LEADS_TO,Benefit,improved results
Technology,vector index,LEADS_TO,Benefit,finding context for Generative AI
Technology,vector index,HAS_CHALLENGE,Challenge,Numerical or Exact-Match Queries
Technology,vector index,HAS_CHALLENGE,Challenge,Boolean or Logical Queries
Technology,vector index,HAS_CHALLENGE,Challenge,Ambiguous or Unclear Queries without Context
Technology,vector index,HAS_CHALLENGE,Challenge,Specialized Knowledge
Technology,Generative AI,RELATED_TO,Technology,Vector Index
Technology,Vector Index,LEADS_TO,Benefit,Finding context
Technology,GraphRAG,LEADS_TO,Benefit,Improved query results
Technology,vector search,LEADS_TO,Benefit,retrieval of relevant documents
Technology,graph traversal,LEADS_TO,Benefit,finding related entities or concepts
Technology,LLM,RELATED_TO,Technology,Graph
Technology,Vector search,RELATED_TO,Technology,Graph
Concept,Data,RELATED_TO,Technology,Graph
Concept,Entities and relationships,RELATED_TO,Technology,Graph
Concept,Graph schema,RELATED_TO,Technology,Graph
Concept,Organizing principles,RELATED_TO,Technology,Graph
Concept,Relationships,RELATED_TO,Technology,Graph
Technology,Relational database,RELATED_TO,Technology,Graph
Technology,Other graphs,RELATED_TO,Technology,Graph
Technology,CSV files,RELATED_TO,Technology,Graph
Technology,APIs,RELATED_TO,Technology,Graph
Concept,Entities,RELATED_TO,Technology,Graph
Concept,Attributes,RELATED_TO,Technology,Graph
Concept,Nodes,RELATED_TO,Technology,Graph
Concept,Retrieval Query,RELATED_TO,Technology,Graph
Technology,Cypher Query,RELATED_TO,Technology,Graph
Concept,Knowledge Graph,RELATED_TO,Technology,Graph
Concept,Entity,RELATED_TO,Technology,Graph
Concept,Provenance,RELATED_TO,Technology,Graph
Process,Find related nodes or entities,PART_OF,Technology,Graph
Process,Identify the sources,PART_OF,Technology,Graph
Process,Analyse the data,PART_OF,Technology,Graph
Process,Define a graph schema,PART_OF,Technology,Graph
Process,Create the graph,PART_OF,Technology,Graph
Process,Graph traversal to find related nodes,PART_OF,Technology,Graph
Technology,Vector search,LEADS_TO,Benefit,Semantically similar data retrieval
Process,Find related nodes or entities,LEADS_TO,Benefit,Relevant context for the LLM
Process,Use relevant results as context,LEADS_TO,Benefit,Relevant context for the LLM
Technology,vector search,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Concept,actors,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Concept,user ratings,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Technology,graph traversal,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Technology,Cypher query,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Concept,directors,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Concept,genres,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Concept,themes,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Concept,connections,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Concept,LLM,RELATED_TO,Technology,Movie Plot Graph Enhanced Search
Process,"Add related actors, directors, or genres",PART_OF,Technology,Movie Plot Graph Enhanced Search
Process,Find other movies with similar themes or connections,PART_OF,Technology,Movie Plot Graph Enhanced Search
Process,Use user ratings to filter or rank results,PART_OF,Technology,Movie Plot Graph Enhanced Search
Process,Perform a vector search for movie plots,PART_OF,Technology,Movie Plot Graph Enhanced Search
Process,Traverse the graph,PART_OF,Technology,Movie Plot Graph Enhanced Search
Process,"Add related actors, directors, or genres",LEADS_TO,Benefit,Enhanced movie plot search
Process,Find other movies with similar themes or connections,LEADS_TO,Benefit,Enhanced movie plot search
Process,Use user ratings to filter or rank results,LEADS_TO,Benefit,Enhanced movie plot search
Process,Perform a vector search for movie plots,LEADS_TO,Benefit,Enhanced movie plot search
Process,Traverse the graph,LEADS_TO,Benefit,Enhanced movie plot search
Process,Use user ratings to filter or rank results,LEADS_TO,Benefit,Most relevant results used as context for the LLM
Technology,db.index.vector.queryNodes,RELATED_TO,Technology,Vector Search
Technology,genai.vector.encode,RELATED_TO,Technology,Vector Search
Technology,Graph Traversal,RELATED_TO,Technology,Vector Search
Concept,Movie Plots,RELATED_TO,Technology,Vector Search
Technology,VectorCypherRetriever,RELATED_TO,Technology,Vector Search
Concept,Retrieval Query,RELATED_TO,Technology,Vector Search
Example,A mysterious spaceship lands Earth,USED_IN,Technology,Vector Search
Process,Search for movie plots using vector search,PART_OF,Technology,Vector Search
Concept,Actors,RELATED_TO,Technology,Graph Traversal
Concept,Genres,RELATED_TO,Technology,Graph Traversal
Concept,User Ratings,RELATED_TO,Technology,Graph Traversal
Process,"Traverse the graph to find related actors, genres, and user ratings",PART_OF,Technology,Graph Traversal
Technology,LLMs,RELATED_TO,Technology,Knowledge Graphs
Technology,Neo4j,RELATED_TO,Technology,Knowledge Graphs
Concept,Context,RELATED_TO,Technology,Knowledge Graphs
Technology,GraphRAG,RELATED_TO,Technology,Knowledge Graphs
Concept,Relationships Between Data,RELATED_TO,Technology,Knowledge Graphs
Concept,real-world entities,RELATED_TO,Technology,Knowledge Graphs
Concept,relationships,RELATED_TO,Technology,Knowledge Graphs
Concept,attributes,RELATED_TO,Technology,Knowledge Graphs
Concept,Data Sources,RELATED_TO,Technology,Knowledge Graphs
Concept,"Complex, interconnected data",RELATED_TO,Technology,Knowledge Graphs
Concept,organizing principles,RELATED_TO,Technology,Knowledge Graphs
Concept,Unstructured data,RELATED_TO,Technology,Knowledge Graphs
Concept,Structured Data,RELATED_TO,Technology,Knowledge Graphs
Concept,Unstructured Information,RELATED_TO,Technology,Knowledge Graphs
Concept,Proprietary or Domain-Specific Data,RELATED_TO,Technology,Knowledge Graphs
Concept,Unstructured Data,RELATED_TO,Technology,Knowledge Graphs
Example,Neo4j knowledge graph example,USED_IN,Technology,Knowledge Graphs
Example,Text documents,USED_IN,Technology,Knowledge Graphs
Example,Web pages,USED_IN,Technology,Knowledge Graphs
Example,PDFs,USED_IN,Technology,Knowledge Graphs
Example,Document node,USED_IN,Technology,Knowledge Graphs
Example,Chunks,USED_IN,Technology,Knowledge Graphs
Example,ENTITY nodes,USED_IN,Technology,Knowledge Graphs
Process,Integration from Diverse Sources,PART_OF,Technology,Knowledge Graphs
Process,Data query,PART_OF,Technology,Knowledge Graphs
Process,Data cleanse,PART_OF,Technology,Knowledge Graphs
Process,Data transform,PART_OF,Technology,Knowledge Graphs
Resource,GraphAcademy Building Knowledge Graphs with LLMs course,CITES,Technology,Knowledge Graphs
Process,"Traverse the graph to find related actors, genres, and user ratings",LEADS_TO,Benefit,Additional Context
Concept,Similarity score,RELATED_TO,Technology,Graph query
Concept,User rating,RELATED_TO,Technology,Graph query
Example,"Query to return titles, plots, genres, actors, similarity scores, and average user ratings",USED_IN,Technology,Graph query
Process,Traverse the graph,PART_OF,Technology,Graph query
Process,Traverse the graph,LEADS_TO,Benefit,"Find related actors, genres, and user ratings"
Concept,API key,RELATED_TO,Technology,OpenAI API
Technology,Neo4j sandbox,RELATED_TO,Technology,OpenAI API
Concept,Environment setup,RELATED_TO,Technology,OpenAI API
Process,Replace the placeholder with an OpenAI API key,PART_OF,Technology,OpenAI API
Resource,genai-fundamentals/test_environment.py,CITES,Technology,OpenAI API
Technology,Knowledge Graphs,LEADS_TO,Benefit,comprehensive and interconnected understanding of the information
Technology,Full Text Search,RELATED_TO,Technology,graph-enhanced search
Technology,Knowledge graphs,RELATED_TO,Technology,Generative AI applications
Technology,Knowledge Graphs,RELATED_TO,Technology,Generative AI applications
Technology,knowledge graphs,RELATED_TO,Technology,Generative AI applications
Technology,Full Text Search,LEADS_TO,Benefit,improved information retrieval
Technology,vector search,LEADS_TO,Benefit,finding semantically similar content
Technology,Knowledge Graphs,LEADS_TO,Benefit,"structured, interconnected data"
Technology,Neo4j,RELATED_TO,Technology,knowledge graphs
Concept,real-world entities,RELATED_TO,Technology,knowledge graphs
Concept,relationships,RELATED_TO,Technology,knowledge graphs
Concept,"structured, interconnected data",RELATED_TO,Technology,knowledge graphs
Technology,search engines,RELATED_TO,Technology,knowledge graphs
Concept,rich context,RELATED_TO,Technology,knowledge graphs
Concept,organized representation,RELATED_TO,Technology,knowledge graphs
Resource,neo4j-google-knowledge-graph.svg,CITES,Technology,knowledge graphs
Resource,Neo4j blog post,CITES,Technology,knowledge graphs
Technology,Vector search,RELATED_TO,Technology,Full text search
Example,Looking for a movie or actor by name,USED_IN,Technology,Full text search
Technology,Vector search,LEADS_TO,Benefit,Finding semantically similar content
Technology,Full text search,LEADS_TO,Benefit,Matching specific keywords or phrases
Technology,Full text search,LEADS_TO,Benefit,Quickly locating entities by exact name matches
Technology,Full text search,LEADS_TO,Benefit,Refining results by filtering out irrelevant content
Technology,vector search,RELATED_TO,Technology,full text search
Process,filtering out irrelevant content based on specific keywords or phrases,PART_OF,Technology,full text search
Resource,full-text indexes,CITES,Technology,full text search
Technology,knowledge graphs,LEADS_TO,Benefit,enhanced context
Technology,knowledge graphs,LEADS_TO,Benefit,reasoning
Technology,full text search,LEADS_TO,Benefit,refined results
Process,filtering out irrelevant content based on specific keywords or phrases,LEADS_TO,Benefit,refined results
Technology,knowledge graphs,LEADS_TO,Benefit,accuracy in generated responses
Technology,knowledge graphs,LEADS_TO,Benefit,"information about people, places, and things"
Technology,LLM,RELATED_TO,Technology,Cypher queries
Technology,Text to Cypher,RELATED_TO,Technology,Cypher queries
Technology,Text to Cypher retriever,RELATED_TO,Technology,Cypher queries
Technology,TextToCypherRetriever,RELATED_TO,Technology,Cypher queries
Technology,Graph schema,RELATED_TO,Technology,Cypher queries
Concept,Complex queries,RELATED_TO,Technology,Cypher queries
Example,movie ratings query example,USED_IN,Technology,Cypher queries
Process,exception handling,PART_OF,Technology,Cypher queries
Process,query validation,PART_OF,Technology,Cypher queries
Process,providing example queries,PART_OF,Technology,Cypher queries
Technology,Text to Cypher,LEADS_TO,Benefit,direct access to structured data and relationships within the graph
Process,translating natural language into Cypher queries,LEADS_TO,Benefit,direct access to structured data and relationships within the graph
Process,interpreting user intent and generating precise graph queries,LEADS_TO,Benefit,direct access to structured data and relationships within the graph
Technology,Text to Cypher,LEADS_TO,Benefit,advanced graph querying becomes more accessible and flexible
Technology,Neo4j,RELATED_TO,Technology,graph database
Technology,knowledge graph,RELATED_TO,Technology,graph database
Technology,Cypher,RELATED_TO,Technology,graph database
Concept,knowledge graph,RELATED_TO,Technology,graph database
Concept,graph,RELATED_TO,Technology,graph database
Resource,Neo4j Documentation,CITES,Technology,graph database
Technology,Text to Cypher,LEADS_TO,Benefit,more accessible and flexible advanced graph querying
Process,generating a Cypher query,LEADS_TO,Benefit,more accessible and flexible advanced graph querying
Technology,LLM,RELATED_TO,Technology,LLM-generated Cypher queries
Concept,Graph schema,RELATED_TO,Technology,LLM-generated Cypher queries
Technology,LLM-generated Cypher queries,RELATED_TO,Technology,Graph database
Concept,Knowledge graph,RELATED_TO,Technology,Graph database
Process,Cypher query execution,PART_OF,Technology,Graph database
Process,Data modeling,PART_OF,Technology,Graph database
Process,extract entities,PART_OF,Technology,Graph database
Resource,Neo4j Documentation,CITES,Technology,Graph database
Resource,documentation,CITES,Technology,Graph database
Technology,LLM-generated Cypher queries,HAS_CHALLENGE,Challenge,Unsafe queries
Technology,LLM-generated Cypher queries,HAS_CHALLENGE,Challenge,Inefficient queries
Technology,LLM-generated Cypher queries,HAS_CHALLENGE,Challenge,Invalid Cypher queries
Technology,LLM-generated Cypher queries,HAS_CHALLENGE,Challenge,Data corruption
Technology,LLM-generated Cypher queries,HAS_CHALLENGE,Challenge,Access to sensitive information
Technology,GraphRAG,LEADS_TO,Benefit,enhanced information retrieval
Technology,advanced retriever,LEADS_TO,Benefit,enhanced information retrieval
Technology,GraphRAG,HAS_CHALLENGE,Challenge,exposure to sensitive information
Technology,GraphRAG,HAS_CHALLENGE,Challenge,malicious queries
Technology,knowledge graphs,RELATED_TO,Technology,GenAI applications
Technology,Knowledge Graphs,LEADS_TO,Benefit,Holistic view
Technology,Knowledge Graphs,LEADS_TO,Benefit,"Complex queries, analytics, and insights"
Technology,Knowledge Graphs,LEADS_TO,Benefit,Adaptability to new information and structure changes
Technology,Neo4j,LEADS_TO,Benefit,"representing and querying complex, interconnected data"
Concept,Organizing principles,RELATED_TO,Technology,GraphAcademy
Concept,data descriptions,RELATED_TO,Technology,GraphAcademy
Concept,vocabulary,RELATED_TO,Technology,GraphAcademy
Example,course -> modules -> lessons,USED_IN,Technology,GraphAcademy
