label,name,alias
Resource,neo4j-google-knowledge-graph.svg,
Resource,neo4j-graphrag package documentation,
Resource,node,
Resource,on_progress,
Resource,paper,
Resource,platform.openai.com,
Resource,python agent.py,
Resource,query_database,
Resource,r,
Resource,recall_preferences,
Resource,relationships,
Resource,review queue,
Resource,ry.short_term.add_message(,
Resource,save_fact,
Resource,save_preference,
Resource,schema,
Resource,search_entities,
Resource,search_lesson_content,
Resource,search_messages,
Resource,session details,
Resource,session_id,
Resource,sessions,
Resource,skip_existing,
Resource,task,
Resource,text2cypher_rag.py,
Resource,text2cypher_rag_examples.py,
Resource,text2cypher_rag_schema.py,
Resource,the long-term layer,
Resource,tool,
Resource,tour_sessions,
Resource,trace_id,
Resource,triggered_by_message_id,
Resource,user_identifier,
Resource,user_identifier=USER_ID,
Resource,user_input,
Resource,vector_cypher_rag.py,
Resource,vector_rag.py,
Resource,vector_retriever.py,
Resource,venv,
Resource,virtualenv,
Resource,works of Shakespeare,
Resource,workshop-agent-memory,
Technology,,
Technology,.env file,
Technology,A few people worth finding,
Technology,AI agents,
Technology,AI components,
Technology,AI model to memory-side provider,
Technology,API endpoints,
Technology,APIs,
Technology,Agent,
Technology,Agent Memory System,
Technology,Agent memory,
Technology,Bulk Session Extraction,
Technology,CSV,
Technology,CSV files,
Technology,CUMENT,
Technology,Claymation cartoon series,
Technology,Code,
Technology,Context,
Technology,Cypher,
Technology,Cypher Query,
Technology,Cypher queries,
Technology,Cypher query,
Technology,Cypher tools,
Technology,DSPy,
Technology,Deriving,
Technology,Duplicated entities detection,
Technology,EXTRACTED_TECHNOLOGY,
Technology,Embedder,
Technology,Embedding,
Technology,Embedding and vector approach,
Technology,Embedding model,
Technology,EmbeddingConfig,
Technology,Embeddings,
Technology,Entity Extraction,
Technology,Entity model,
Technology,EntityRef,
Technology,Example,
Technology,Extracted Entities and Relationships,
Technology,Extraction,
Technology,Extraction configuration,
Technology,ExtractionConfig,
Technology,Extractor,
Technology,Facts and Preferences,
Technology,Facts are declarative claims,
Technology,Friendly alien,
Technology,Full Text Retriever,
Technology,Full Text Search,
Technology,Full text search,
Technology,Full-text search,
Technology,GLiNER,
Technology,GPT-5.2,
Technology,GenAI,
Technology,GenAI Frameworks,
Technology,GenAI Models,
Technology,GenAI applications,
Technology,GenAI frameworks,
Technology,GenAI models,
Technology,GenAI workshop,
Technology,Generated Cypher query,
Technology,Generative AI,GenAI
Technology,Generative AI applications,
Technology,GeoPoint,
Technology,Geocoder,
Technology,Git,
Technology,Graph,
Technology,Graph Database,
Technology,Graph Databases,
Technology,Graph Traversal,
Technology,Graph database,
Technology,Graph query,
Technology,Graph schema,
Technology,Graph traversal,
Technology,Graph-Enhanced Vector Retriever,
Technology,Graph-Enhanced Vector Search,
Technology,GraphAcademy,
Technology,GraphRAG,
Technology,GraphRAG class,
Technology,GraphRAG for Python,
Technology,GraphRAG pipeline,
Technology,Graphs,
Technology,Haystack,
Technology,Hosted-backend client,
Technology,Imaginary friend,
Technology,Imaginary world,
Technology,Information Extraction,
Technology,Input,
Technology,Input text analysis tool,
Technology,Knowledge Extraction,
Technology,Knowledge Extraction Graph,
Technology,Knowledge Graph,
Technology,Knowledge Graph Creation,
Technology,Knowledge Graph Extraction,
Technology,Knowledge Graph Extraction System,
Technology,Knowledge Graph Extraction Tool,
Technology,Knowledge Graphs,
Technology,Knowledge extraction in structured formats to build a knowledge graph,
Technology,Knowledge graph,
Technology,Knowledge graphs,
Technology,LLM,
Technology,LLM algorithms,
Technology,LLM extractor,
Technology,LLM models,
Technology,LLM prompt,
Technology,LLM prompting,
Technology,LLM-generated Cypher queries,
Technology,LLMs,
Technology,LangChain,
Technology,LangChainJS,
Technology,Langchain4j,
Technology,Language model,
Technology,Large Language Models (LLMs),
Technology,Large language models (LLMs),
Technology,LinkedIn,
Technology,LlamaIndex,
Technology,Memory,
Technology,MemoryClient,
Technology,Movie Plot Graph Enhanced Search,
Technology,NLP,
Technology,Natural Language Processing,
Technology,Neo4j,
Technology,Neo4j GenAI Frameworks,
Technology,Neo4j GenAI functions,
Technology,Neo4j Generative AI functions,
Technology,Neo4j Graph,
Technology,Neo4j Graph Academy,
Technology,Neo4j Graph Database,
Technology,Neo4j Python driver,
Technology,Neo4j connectors,
Technology,Neo4j database,
Technology,Neo4j graph database,
Technology,Neo4j knowledge graph,
Technology,Neo4j sandbox,
Technology,Neo4jGraph,
Technology,News API,
Technology,News agency chatbot,
Technology,Node.js,
Technology,Notebook,
Technology,OpenAI,
Technology,OpenAI API,
Technology,OpenAI API key,
Technology,OpenAI model,
Technology,OpenAILLM,
Technology,Other graphs,
Technology,POLE+O five,
Technology,POLE+O or custom,
Technology,Plot Embeddings,
Technology,Pole+O,
Technology,Prompting,
Technology,Python,
Technology,Querying Traces,
Technology,RAG,
Technology,RAG (Retrieval-Augmented Generation),
Technology,RAG Pipeline,
Technology,RAG pipeline,
Technology,Reasoning,
Technology,Reasoning API,
Technology,Reasoning Memory System,
Technology,Relational database,
Technology,Result Extraction Tool,
Technology,Retrieval Augmented Generation (RAG),
Technology,Retrieval-Augmented Generation (RAG),
Technology,Retriever,
Technology,S,
Technology,Sandbox instance,
Technology,Saved: category - preference,
Technology,Search and Embeddings System,
Technology,Semantic Kernel,
Technology,Semantic search,
Technology,Semantic search systems,
Technology,Shakespeare,
Technology,Short-term Memory API,
Technology,Similar Traces Retrieval,
Technology,Similarity function,
Technology,Spring AI,
Technology,Storage,
Technology,Structured data,
Technology,System prompt,
Technology,Task,
Technology,Technology,
Technology,Text Processing Framework,
Technology,Text Retrieval,
Technology,Text to Cypher,
Technology,Text to Cypher Retriever,
Technology,Text to Cypher retriever,
Technology,Text-based Knowledge Graph Extraction System,
Technology,Text-based Q&A,
Technology,Text2Cypher RAG,
Technology,TextToCypherRetriever,
Technology,The Facts and Preferences API,
Technology,Tool,
Technology,Tools,
Technology,Tour,
Technology,Tours and notebooks context management,
Technology,Traditional keyword search,
Technology,Unknown,
Technology,User,
Technology,Vector,
Technology,Vector Index,
Technology,Vector Indexes,
Technology,Vector RAG,
Technology,Vector Retriever,
Technology,Vector Search,
Technology,Vector index,
Technology,Vector retriever,
Technology,Vector search,
Technology,Vector-based RAG,
Technology,VectorCypherRetriever,
Technology,Vectors,
Technology,Visualization,
Technology,Wired network protocol,
Technology,actors,
Technology,add_message,
Technology,advanced retriever,
Technology,agent,
Technology,agent tool,
Technology,batch processing,
Technology,board game,
Technology,chatbot,
Technology,complete_trace,
Technology,context graph,
Technology,database,
Technology,db.index.vector.queryNodes,
Technology,db.index.vector.queryNodes(),
Technology,docstring,
Technology,document database,
Technology,driver.close(),
Technology,embedder,
Technology,embedding model,
Technology,embeddings,
Technology,extract_relations,
Technology,extractor,
Technology,find_potential_duplicates,
Technology,full text search,
Technology,full-text search,
Technology,genai.vector.encode,
Technology,generative AI model,
Technology,genres,
Technology,gpt-4o,
Technology,graph,
Technology,graph database,
Technology,graph databases,
Technology,graph entity extraction,
Technology,graph queries,
Technology,graph traversal,
Technology,graph-enhanced search,
Technology,graphs,
Technology,knowledge graph,
Technology,knowledge graphs,
Technology,knowledge-graph tools,
Technology,language model,
Technology,llm,
Technology,machine learning,
Technology,magical book,
Technology,memory,
Technology,memory client,
Technology,memory system,
Technology,memory.graph.execute_write,
Technology,"memory.long_term.add_relationship(shakes peare, hamlet, ""WROTE"")",
Technology,memory_agent_mvp.py,
Technology,movie similarity search program,
Technology,moviePlots,
Technology,moviePlots index,
Technology,moviePlots vector index,
Technology,movies,
Technology,neo4j-graphrag,
Technology,neo4j-graphrag package,
Technology,neo4j_agent_memory,
Technology,neo4j_graphrag package,
Technology,news API,
Technology,outcome,
Technology,pip,
Technology,plotEmbedding property,
Technology,prompt engineering,
Technology,prompt memory extraction tool,
Technology,query,
Technology,query_database,
Technology,recommendations database,
Technology,registered extractor,
Technology,relational databases,
Technology,relevant memory,
Technology,retrieval query,
Technology,retriever,
Technology,retriever_config,
Technology,retrievers,
Technology,sandbox instance,
Technology,schema,
Technology,search context,
Technology,search engines,
Technology,search method,
Technology,search_entities,
Technology,search_lesson_content,
Technology,search_preferences,
Technology,semantic search,
Technology,short-term memory,
Technology,spacy_model,
Technology,spacy_pipeline,
Technology,stop motion animation techniques,
Technology,structured data sources,
Technology,success,
Technology,superseded?,
Technology,text processing,
Technology,text to Cypher retriever,
Technology,text-embedding-ada-002,
Technology,text-generating models,
Technology,text-to-cypher search,
Technology,text_selection,
Technology,tool to save,
Technology,trace_id,
Technology,unknown,
Technology,vector RAG,
Technology,vector embeddings,
Technology,vector index,
Technology,vector indexes,
Technology,vector retriever,
Technology,vector search,
Technology,vector-index queries,
Technology,vector_rag,
Technology,venv,
Technology,virtualenv,
Technology,workflow,
